image_path,image_id,sequence,frame_id,viewer,human_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,depth_m,distance_m,distance_class_3,depth_source,scene_type,recording,worker_key
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000366.png,Pave1_000366,Pave1,366,rgb,Pave1_000366#1,594.534424,329.366821,766.496338,719.424133,2.765625,2.765625,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000366#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000366.png,Pave1_000366,Pave1,366,rgb,Pave1_000366#2,412.173615,349.103149,505.209778,638.798828,4.103516,4.103516,3-5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000366#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000414.png,Pave1_000414,Pave1,414,rgb,Pave1_000414#1,512.587891,342.143646,628.886047,649.092957,4.261719,4.261719,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000414#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000414.png,Pave1_000414,Pave1,414,rgb,Pave1_000414#2,322.390625,344.896149,391.377808,580.373840,5.238281,5.238281,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000414#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000432.png,Pave1_000432,Pave1,432,rgb,Pave1_000432#1,489.677032,344.883118,581.368408,605.116577,4.910156,4.910156,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000432#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000432.png,Pave1_000432,Pave1,432,rgb,Pave1_000432#2,259.801849,341.073181,321.268616,574.722046,5.195312,5.195312,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000432#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000444.png,Pave1_000444,Pave1,444,rgb,Pave1_000444#1,193.953369,341.549072,304.545898,577.114258,5.244141,5.244141,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000444#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000444.png,Pave1_000444,Pave1,444,rgb,Pave1_000444#2,478.127563,344.866638,558.180298,587.392151,5.425781,5.425781,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000444#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000456.png,Pave1_000456,Pave1,456,rgb,Pave1_000456#1,132.651169,340.381714,269.439606,594.987488,,,3-5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000456#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000456.png,Pave1_000456,Pave1,456,rgb,Pave1_000456#2,461.309052,349.460999,549.537476,575.688721,5.566406,5.566406,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000456#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000480.png,Pave1_000480,Pave1,480,rgb,Pave1_000480#1,101.572746,336.481171,215.422699,632.324158,4.515625,4.515625,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000480#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000480.png,Pave1_000480,Pave1,480,rgb,Pave1_000480#2,470.689545,349.805908,536.758667,547.321899,6.582031,6.582031,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000480#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000516.png,Pave1_000516,Pave1,516,rgb,Pave1_000516#1,152.516235,336.880829,263.788269,695.373169,5.636719,5.636719,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000516#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000516.png,Pave1_000516,Pave1,516,rgb,Pave1_000516#2,466.757324,355.361450,517.154175,511.872162,7.093750,7.093750,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000516#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000540.png,Pave1_000540,Pave1,540,rgb,Pave1_000540#1,217.161255,335.838806,351.672180,719.558838,3.117188,3.117188,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000540#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000540.png,Pave1_000540,Pave1,540,rgb,Pave1_000540#2,427.470795,351.359467,467.562103,500.380920,8.085938,8.085938,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000540#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000552.png,Pave1_000552,Pave1,552,rgb,Pave1_000552#1,277.244385,338.962646,434.554596,719.477661,2.929688,2.929688,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000552#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000552.png,Pave1_000552,Pave1,552,rgb,Pave1_000552#3,395.206268,355.306274,440.784515,483.794678,,,>5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000552#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000564.png,Pave1_000564,Pave1,564,rgb,Pave1_000564#1,362.908386,332.892181,471.455322,719.456360,2.632812,2.632812,<3,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000564#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000564.png,Pave1_000564,Pave1,564,rgb,Pave1_000564#2,353.333332,352.333328,393.333332,423.333328,,,>5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000564#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000618.png,Pave1_000618,Pave1,618,rgb,Pave1_000618#1,781.328796,328.108063,959.410217,719.247314,1.772461,1.772461,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000618#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000618.png,Pave1_000618,Pave1,618,rgb,Pave1_000618#3,222.768585,345.913788,272.053955,528.379272,,,>5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000618#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000630.png,Pave1_000630,Pave1,630,rgb,Pave1_000630#1,884.290771,419.455658,960.000000,712.523315,,,<3,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000630#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000630.png,Pave1_000630,Pave1,630,rgb,Pave1_000630#2,203.758011,342.634125,263.275696,532.443359,,,>5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000630#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000654.png,Pave1_000654,Pave1,654,rgb,Pave1_000654#1,152.477539,333.571289,245.002045,568.313416,5.667969,5.667969,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000654#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000666.png,Pave1_000666,Pave1,666,rgb,Pave1_000666#1,152.935257,330.792480,249.823151,581.012695,5.058594,5.058594,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000666#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000702.png,Pave1_000702,Pave1,702,rgb,Pave1_000702#1,508.141479,322.895813,765.789795,719.239258,1.748047,1.748047,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000702#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000702.png,Pave1_000702,Pave1,702,rgb,Pave1_000702#2,181.822266,338.817505,293.882202,650.557007,4.017578,4.017578,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000702#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000732.png,Pave1_000732,Pave1,732,rgb,Pave1_000732#1,186.577682,341.022827,338.427521,718.928162,3.001953,3.001953,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000732#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000732.png,Pave1_000732,Pave1,732,rgb,Pave1_000732#2,432.902710,335.855835,581.336426,719.443237,2.611328,2.611328,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000732#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000744.png,Pave1_000744,Pave1,744,rgb,Pave1_000744#1,217.827530,328.509277,389.904907,719.397278,2.550781,2.550781,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000744#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000744.png,Pave1_000744,Pave1,744,rgb,Pave1_000744#2,423.701477,344.081146,556.283020,718.445068,2.994141,2.994141,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000744#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000762.png,Pave1_000762,Pave1,762,rgb,Pave1_000762#1,240.725784,314.776825,447.221436,719.450867,1.873047,1.873047,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000762#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000762.png,Pave1_000762,Pave1,762,rgb,Pave1_000762#2,417.825165,348.484039,510.949951,697.114929,3.504883,3.504883,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000762#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000786.png,Pave1_000786,Pave1,786,rgb,Pave1_000786#1,442.070709,328.949066,741.386841,719.286438,1.223633,1.223633,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000786#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000786.png,Pave1_000786,Pave1,786,rgb,Pave1_000786#2,404.459290,347.393372,490.522888,622.073853,4.390625,4.390625,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000786#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000798.png,Pave1_000798,Pave1,798,rgb,Pave1_000798#1,626.031738,329.298279,959.887756,718.940063,0.880859,0.880859,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000798#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000798.png,Pave1_000798,Pave1,798,rgb,Pave1_000798#2,389.462311,349.216614,473.479431,604.952881,4.792969,4.792969,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000798#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000816.png,Pave1_000816,Pave1,816,rgb,Pave1_000816#1,384.340668,348.945801,461.466705,579.526489,5.310547,5.310547,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000816#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000858.png,Pave1_000858,Pave1,858,rgb,Pave1_000858#1,320.604736,348.337189,401.089172,541.717041,6.449219,6.449219,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000858#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000876.png,Pave1_000876,Pave1,876,rgb,Pave1_000876#1,274.487823,350.259460,353.038147,537.364624,6.478516,6.478516,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000876#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000888.png,Pave1_000888,Pave1,888,rgb,Pave1_000888#1,259.378479,343.649536,319.014282,539.176880,,,>5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000888#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000888.png,Pave1_000888,Pave1,888,rgb,Pave1_000888#2,930.353271,586.770386,959.746338,719.499268,,,<3,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000888#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000978.png,Pave1_000978,Pave1,978,rgb,Pave1_000978#1,163.165665,342.299774,283.640350,641.799683,4.175781,4.175781,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000978#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000978.png,Pave1_000978,Pave1,978,rgb,Pave1_000978#2,627.672241,353.987579,722.233032,567.181274,6.187500,6.187500,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000978#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000990.png,Pave1_000990,Pave1,990,rgb,Pave1_000990#1,196.619202,339.495422,308.605133,667.887695,3.837891,3.837891,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000990#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000990.png,Pave1_000990,Pave1,990,rgb,Pave1_000990#2,632.159058,355.285553,685.259399,547.136353,6.464844,6.464844,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000990#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001086.png,Pave1_001086,Pave1,1086,rgb,Pave1_001086#1,343.242249,348.560730,424.160645,500.391846,17.812500,17.812500,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001086#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001098.png,Pave1_001098,Pave1,1098,rgb,Pave1_001098#1,299.398987,346.964172,370.076965,501.953979,7.853516,7.853516,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001098#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001110.png,Pave1_001110,Pave1,1110,rgb,Pave1_001110#1,277.719299,346.167572,323.286499,502.894592,7.833984,7.833984,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001110#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001122.png,Pave1_001122,Pave1,1122,rgb,Pave1_001122#1,216.662781,345.740784,302.958008,507.078308,7.830078,7.830078,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001122#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001146.png,Pave1_001146,Pave1,1146,rgb,Pave1_001146#1,160.670059,338.456421,229.458847,525.362610,6.843750,6.843750,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001146#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001164.png,Pave1_001164,Pave1,1164,rgb,Pave1_001164#1,131.776428,334.793365,214.778900,546.449524,5.878906,5.878906,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001164#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001176.png,Pave1_001176,Pave1,1176,rgb,Pave1_001176#1,133.484131,336.976685,216.667755,569.879639,5.582031,5.582031,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001176#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001188.png,Pave1_001188,Pave1,1188,rgb,Pave1_001188#1,142.928467,339.470154,239.738754,590.403015,5.218750,5.218750,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001188#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001236.png,Pave1_001236,Pave1,1236,rgb,Pave1_001236#1,308.845459,340.911346,418.848450,666.213501,3.880859,3.880859,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001236#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001236.png,Pave1_001236,Pave1,1236,rgb,Pave1_001236#2,638.630005,350.138031,751.472656,667.129883,3.937500,3.937500,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001236#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001254.png,Pave1_001254,Pave1,1254,rgb,Pave1_001254#1,369.361206,346.345917,525.321289,698.111206,3.513672,3.513672,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001254#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001254.png,Pave1_001254,Pave1,1254,rgb,Pave1_001254#2,560.705933,350.803375,655.424683,633.704224,4.218750,4.218750,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001254#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001272.png,Pave1_001272,Pave1,1272,rgb,Pave1_001272#1,541.344147,343.705688,618.954224,714.280884,3.072266,3.072266,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001272#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001272.png,Pave1_001272,Pave1,1272,rgb,Pave1_001272#2,477.518890,345.518341,524.714355,614.318481,,,3-5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_001272#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001380.png,Pave1_001380,Pave1,1380,rgb,Pave1_001380#1,523.491394,314.296600,883.044067,719.355713,1.368164,1.368164,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001380#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001380.png,Pave1_001380,Pave1,1380,rgb,Pave1_001380#2,62.844269,338.932190,174.763336,574.680481,,,>5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_001380#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001452.png,Pave1_001452,Pave1,1452,rgb,Pave1_001452#1,56.237175,323.679474,212.668442,718.134399,2.900391,2.900391,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001452#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001464.png,Pave1_001464,Pave1,1464,rgb,Pave1_001464#1,66.914474,332.742706,211.597198,699.685364,3.346680,3.346680,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001464#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001482.png,Pave1_001482,Pave1,1482,rgb,Pave1_001482#1,49.148483,331.669128,173.419495,647.023804,3.894531,3.894531,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001482#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001500.png,Pave1_001500,Pave1,1500,rgb,Pave1_001500#1,56.505341,336.303650,166.837341,616.311523,4.390625,4.390625,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001500#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001536.png,Pave1_001536,Pave1,1536,rgb,Pave1_001536#1,107.939987,317.346436,267.739929,719.604614,1.807617,1.807617,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001536#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001554.png,Pave1_001554,Pave1,1554,rgb,Pave1_001554#1,342.554230,321.155396,467.921265,719.407593,1.861328,1.861328,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001554#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001554.png,Pave1_001554,Pave1,1554,rgb,Pave1_001554#2,237.484741,343.495392,311.539581,549.086792,,,>5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_001554#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001614.png,Pave1_001614,Pave1,1614,rgb,Pave1_001614#1,594.610596,342.300171,729.576965,719.448364,3.201172,3.201172,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001614#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001614.png,Pave1_001614,Pave1,1614,rgb,Pave1_001614#2,438.414917,353.786530,509.944977,567.039734,5.693359,5.693359,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001614#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001644.png,Pave1_001644,Pave1,1644,rgb,Pave1_001644#1,577.670166,347.801819,689.895020,648.949158,4.125000,4.125000,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001644#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001644.png,Pave1_001644,Pave1,1644,rgb,Pave1_001644#2,457.490021,355.737366,563.317627,627.696472,4.730469,4.730469,3-5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001644#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001674.png,Pave1_001674,Pave1,1674,rgb,Pave1_001674#1,493.553284,346.765869,612.257629,677.628418,3.753906,3.753906,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001674#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001698.png,Pave1_001698,Pave1,1698,rgb,Pave1_001698#1,543.044495,343.470428,700.104309,719.449829,2.980469,2.980469,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001698#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001698.png,Pave1_001698,Pave1,1698,rgb,Pave1_001698#2,463.524811,349.364960,540.124634,565.356445,5.796875,5.796875,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001698#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001710.png,Pave1_001710,Pave1,1710,rgb,Pave1_001710#1,588.286621,337.177612,768.743530,719.890015,2.585938,2.585938,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001710#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001710.png,Pave1_001710,Pave1,1710,rgb,Pave1_001710#2,430.611053,349.805664,500.239655,559.030090,5.986328,5.986328,>5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001710#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001722.png,Pave1_001722,Pave1,1722,rgb,Pave1_001722#1,603.954163,338.967041,831.370422,720.000000,2.244141,2.244141,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001722#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001722.png,Pave1_001722,Pave1,1722,rgb,Pave1_001722#2,411.850616,352.916718,459.770172,548.970154,,,>5,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_001722#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001734.png,Pave1_001734,Pave1,1734,rgb,Pave1_001734#1,548.017334,325.676056,845.942017,718.940002,1.882812,1.882812,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001734#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001734.png,Pave1_001734,Pave1,1734,rgb,Pave1_001734#2,377.437805,357.449646,428.332581,550.685791,6.294922,6.294922,>5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001734#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001776.png,Pave1_001776,Pave1,1776,rgb,Pave1_001776#1,108.377075,304.585724,298.704102,720.000000,1.376953,1.376953,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001776#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001830.png,Pave1_001830,Pave1,1830,rgb,Pave1_001830#1,93.633659,336.900574,201.885864,596.526550,4.597656,4.597656,3-5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001830#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001842.png,Pave1_001842,Pave1,1842,rgb,Pave1_001842#1,102.259003,341.129456,209.322968,621.376221,4.511719,4.511719,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001842#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001854.png,Pave1_001854,Pave1,1854,rgb,Pave1_001854#1,103.080460,337.861267,218.613510,656.634888,4.183594,4.183594,3-5,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001854#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001866.png,Pave1_001866,Pave1,1866,rgb,Pave1_001866#1,110.999908,331.618164,234.584885,659.260010,3.837891,3.837891,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001866#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001878.png,Pave1_001878,Pave1,1878,rgb,Pave1_001878#1,135.682281,337.605743,266.007263,684.048157,3.509766,3.509766,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001878#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001896.png,Pave1_001896,Pave1,1896,rgb,Pave1_001896#1,207.973022,334.259766,339.356506,719.664062,3.130859,3.130859,3-5,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001896#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001908.png,Pave1_001908,Pave1,1908,rgb,Pave1_001908#1,243.065369,340.071289,373.411926,719.138245,2.826172,2.826172,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001908#1
